Day Index,Symbol,Cap Type,Sector
6,HDFCAMC,Largecap,Financials
6,MAZDOCK,Largecap,Aerospace & Defence
6,SWIGGY,Largecap,I.T
6,VMM,Largecap,Consumer Discretionary
7,CUMMINSIND,Largecap,Industrials
7,PHOENIXLTD,Largecap,Realty
7,BHARTIARTL,Largecap,Telecom-Service
7,ASTRAL,Largecap,Plastic products
7,DALBHARAT,Largecap,Building Materials
7,NYKAA,Largecap,I.T
7,PAYTM,Largecap,I.T
8,APOLLOHOSP,Largecap,Healthcare
8,BAJAJFINSV,Largecap,Financials
8,DELHIVERY,Largecap,Transportation
8,HYUNDAI,Largecap,Auto
9,TVSMOTOR,Largecap,Auto
9,BAJAJFINSV,Largecap,Financials
9,COALINDIA,Largecap,Metals & Mining
10,DMART,Largecap,Consumer Discretionary
10,SWIGGY,Largecap,I.T
12,ABB,Largecap,Industrials
12,LICHSGFIN,Largecap,Financials
12,NTPC,Largecap,Power & Utilities
12,OBEROIRLTY,Largecap,Realty
13,ICICIGI,Largecap,Financials
15,SIEMENS,Largecap,Industrials
15,COCHINSHIP,Largecap,Aerospace & Defence
15,IEX,Midcap,Financials
15,KAYNES,Largecap,Consumer Discretionary
16,JINDALSTEL,Largecap,Metals & Mining
16,PFC,Largecap,Financials
16,RVNL,Largecap,Realty
16,HYUNDAI,Largecap,Auto
18,HYUNDAI,Largecap,Auto
19,ASHOKLEY,Largecap,Auto
19,NMDC,Largecap,Metals & Mining
19,PFC,Largecap,Financials
19,BANDHANBNK,Largecap,Bank
19,POLYCAB,Largecap,Industrials
19,LICI,Largecap,Financials
20,INDUSINDBK,Largecap,Bank
20,JSWENERGY,Largecap,Power & Utilities
22,GODFRYPHLP,Largecap,FMCG
23,BHEL,Largecap,Industrials
23,BPCL,Largecap,Energy
23,HINDUNILVR,Largecap,FMCG
23,AUROPHARMA,Largecap,Healthcare
23,PFC,Largecap,Financials
23,SBICARD,Largecap,Financials
25,HINDZINC,Largecap,Metals & Mining
25,PIDILITIND,Largecap,Chemicals
25,ALKEM,Largecap,Healthcare
25,HAL,Largecap,Aerospace & Defence
25,ADANIGREEN,Largecap,Power & Utilities
25,RVNL,Largecap,Realty
25,MAZDOCK,Largecap,Aerospace & Defence
26,MANAPPURAM,Largecap,Financials
26,COALINDIA,Largecap,Metals & Mining
26,NAM-INDIA,Largecap,Financials
26,CAMS,Midcap,Financials
27,CIPLA,Largecap,Healthcare
27,IDEA,Largecap,Telecom-Service
27,AMBER,Largecap,Consumer Discretionary
27,SBICARD,Largecap,Financials
27,KFINTECH,Midcap,Financials
28,VOLTAS,Largecap,Consumer Discretionary
28,SRF,Largecap,Chemicals
28,KEI,Largecap,Industrials
28,MANAPPURAM,Largecap,Financials
28,MARUTI,Largecap,Auto
28,MOTILALOFS,Largecap,Financials
28,INDIGO,Largecap,Transportation
28,TIINDIA,Largecap,Industrials
28,BANDHANBNK,Largecap,Bank
28,360ONE,Largecap,Financials
28,ETERNAL,Largecap,I.T
29,BLUESTARCO,Largecap,Consumer Discretionary
29,KEI,Largecap,Industrials
29,ZYDUSLIFE,Largecap,Healthcare
29,NTPC,Largecap,Power & Utilities
30,HEROMOTOCO,Largecap,Auto
30,TATACONSUM,Largecap,FMCG
